,0
728,"(53063, 53057, 53065, 53047)"
729,"(53063, 53057, 53065, 53017)"
730,"(53063, 53057, 53065, 53031)"
731,"(53063, 53057, 53065, 53049)"
732,"(53063, 53057, 53065, 53039)"
733,"(53063, 53057, 53065, 53003)"
734,"(53063, 53057, 53065, 53055)"
735,"(53063, 53057, 53065, 53001)"
736,"(53063, 53057, 53065, 53051)"
737,"(53063, 53057, 53065, 53059)"
738,"(53063, 53057, 53065, 53043)"
739,"(53063, 53057, 53065, 53019)"
740,"(53063, 53057, 53065, 53069)"
741,"(53063, 53057, 53065, 53013)"
742,"(53063, 53057, 53065, 53023)"
743,"(53063, 53057, 53037, 53047)"
744,"(53063, 53057, 53037, 53017)"
745,"(53063, 53057, 53037, 53031)"
746,"(53063, 53057, 53037, 53049)"
747,"(53063, 53057, 53037, 53039)"
748,"(53063, 53057, 53037, 53003)"
749,"(53063, 53057, 53037, 53055)"
750,"(53063, 53057, 53037, 53001)"
751,"(53063, 53057, 53037, 53051)"
752,"(53063, 53057, 53037, 53059)"
753,"(53063, 53057, 53037, 53043)"
754,"(53063, 53057, 53037, 53019)"
755,"(53063, 53057, 53037, 53069)"
756,"(53063, 53057, 53037, 53013)"
757,"(53063, 53057, 53037, 53023)"
758,"(53063, 53057, 53047, 53017)"
759,"(53063, 53057, 53047, 53031)"
760,"(53063, 53057, 53047, 53049)"
761,"(53063, 53057, 53047, 53039)"
762,"(53063, 53057, 53047, 53003)"
763,"(53063, 53057, 53047, 53055)"
764,"(53063, 53057, 53047, 53001)"
765,"(53063, 53057, 53047, 53051)"
766,"(53063, 53057, 53047, 53059)"
767,"(53063, 53057, 53047, 53043)"
768,"(53063, 53057, 53047, 53019)"
769,"(53063, 53057, 53047, 53069)"
770,"(53063, 53057, 53047, 53013)"
771,"(53063, 53057, 53047, 53023)"
772,"(53063, 53057, 53017, 53031)"
773,"(53063, 53057, 53017, 53049)"
774,"(53063, 53057, 53017, 53039)"
775,"(53063, 53057, 53017, 53003)"
776,"(53063, 53057, 53017, 53055)"
777,"(53063, 53057, 53017, 53001)"
778,"(53063, 53057, 53017, 53051)"
779,"(53063, 53057, 53017, 53059)"
780,"(53063, 53057, 53017, 53043)"
781,"(53063, 53057, 53017, 53019)"
782,"(53063, 53057, 53017, 53069)"
783,"(53063, 53057, 53017, 53013)"
784,"(53063, 53057, 53017, 53023)"
785,"(53063, 53057, 53031, 53049)"
786,"(53063, 53057, 53031, 53039)"
787,"(53063, 53057, 53031, 53003)"
788,"(53063, 53057, 53031, 53055)"
789,"(53063, 53057, 53031, 53001)"
790,"(53063, 53057, 53031, 53051)"
791,"(53063, 53057, 53031, 53059)"
792,"(53063, 53057, 53031, 53043)"
793,"(53063, 53057, 53031, 53019)"
794,"(53063, 53057, 53031, 53069)"
795,"(53063, 53057, 53031, 53013)"
796,"(53063, 53057, 53031, 53023)"
797,"(53063, 53057, 53049, 53039)"
798,"(53063, 53057, 53049, 53003)"
799,"(53063, 53057, 53049, 53055)"
800,"(53063, 53057, 53049, 53001)"
801,"(53063, 53057, 53049, 53051)"
802,"(53063, 53057, 53049, 53059)"
803,"(53063, 53057, 53049, 53043)"
804,"(53063, 53057, 53049, 53019)"
805,"(53063, 53057, 53049, 53069)"
806,"(53063, 53057, 53049, 53013)"
807,"(53063, 53057, 53049, 53023)"
808,"(53063, 53057, 53039, 53003)"
809,"(53063, 53057, 53039, 53055)"
810,"(53063, 53057, 53039, 53001)"
811,"(53063, 53057, 53039, 53051)"
812,"(53063, 53057, 53039, 53059)"
813,"(53063, 53057, 53039, 53043)"
814,"(53063, 53057, 53039, 53019)"
815,"(53063, 53057, 53039, 53069)"
816,"(53063, 53057, 53039, 53013)"
817,"(53063, 53057, 53039, 53023)"
818,"(53063, 53057, 53003, 53055)"
819,"(53063, 53057, 53003, 53001)"
820,"(53063, 53057, 53003, 53051)"
821,"(53063, 53057, 53003, 53059)"
822,"(53063, 53057, 53003, 53043)"
823,"(53063, 53057, 53003, 53019)"
824,"(53063, 53057, 53003, 53069)"
825,"(53063, 53057, 53003, 53013)"
826,"(53063, 53057, 53003, 53023)"
827,"(53063, 53057, 53055, 53001)"
828,"(53063, 53057, 53055, 53051)"
829,"(53063, 53057, 53055, 53059)"
830,"(53063, 53057, 53055, 53043)"
831,"(53063, 53057, 53055, 53019)"
832,"(53063, 53057, 53055, 53069)"
833,"(53063, 53057, 53055, 53013)"
834,"(53063, 53057, 53055, 53023)"
835,"(53063, 53057, 53001, 53051)"
836,"(53063, 53057, 53001, 53059)"
837,"(53063, 53057, 53001, 53043)"
838,"(53063, 53057, 53001, 53019)"
839,"(53063, 53057, 53001, 53069)"
840,"(53063, 53057, 53001, 53013)"
841,"(53063, 53057, 53001, 53023)"
842,"(53063, 53057, 53051, 53059)"
843,"(53063, 53057, 53051, 53043)"
844,"(53063, 53057, 53051, 53019)"
845,"(53063, 53057, 53051, 53069)"
846,"(53063, 53057, 53051, 53013)"
847,"(53063, 53057, 53051, 53023)"
848,"(53063, 53057, 53059, 53043)"
849,"(53063, 53057, 53059, 53019)"
850,"(53063, 53057, 53059, 53069)"
851,"(53063, 53057, 53059, 53013)"
852,"(53063, 53057, 53059, 53023)"
853,"(53063, 53057, 53043, 53019)"
854,"(53063, 53057, 53043, 53069)"
855,"(53063, 53057, 53043, 53013)"
856,"(53063, 53057, 53043, 53023)"
857,"(53063, 53057, 53019, 53069)"
858,"(53063, 53057, 53019, 53013)"
859,"(53063, 53057, 53019, 53023)"
860,"(53063, 53057, 53069, 53013)"
861,"(53063, 53057, 53069, 53023)"
862,"(53063, 53057, 53013, 53023)"
863,"(53063, 53015, 53029, 53071)"
864,"(53063, 53015, 53029, 53075)"
865,"(53063, 53015, 53029, 53065)"
866,"(53063, 53015, 53029, 53037)"
867,"(53063, 53015, 53029, 53047)"
868,"(53063, 53015, 53029, 53017)"
869,"(53063, 53015, 53029, 53031)"
870,"(53063, 53015, 53029, 53049)"
871,"(53063, 53015, 53029, 53039)"
872,"(53063, 53015, 53029, 53003)"
873,"(53063, 53015, 53029, 53055)"
874,"(53063, 53015, 53029, 53001)"
875,"(53063, 53015, 53029, 53051)"
876,"(53063, 53015, 53029, 53059)"
877,"(53063, 53015, 53029, 53043)"
878,"(53063, 53015, 53029, 53019)"
879,"(53063, 53015, 53029, 53069)"
880,"(53063, 53015, 53029, 53013)"
881,"(53063, 53015, 53029, 53023)"
882,"(53063, 53015, 53025, 53071)"
883,"(53063, 53015, 53025, 53075)"
884,"(53063, 53015, 53025, 53065)"
885,"(53063, 53015, 53025, 53037)"
886,"(53063, 53015, 53025, 53047)"
887,"(53063, 53015, 53025, 53017)"
888,"(53063, 53015, 53025, 53031)"
889,"(53063, 53015, 53025, 53049)"
890,"(53063, 53015, 53025, 53039)"
891,"(53063, 53015, 53025, 53003)"
892,"(53063, 53015, 53025, 53055)"
893,"(53063, 53015, 53025, 53001)"
894,"(53063, 53015, 53025, 53051)"
895,"(53063, 53015, 53025, 53059)"
896,"(53063, 53015, 53025, 53043)"
897,"(53063, 53015, 53025, 53019)"
898,"(53063, 53015, 53025, 53069)"
899,"(53063, 53015, 53025, 53013)"
900,"(53063, 53015, 53025, 53023)"
901,"(53063, 53015, 53021, 53045)"
902,"(53063, 53015, 53021, 53071)"
903,"(53063, 53015, 53021, 53075)"
904,"(53063, 53015, 53021, 53065)"
905,"(53063, 53015, 53021, 53037)"
906,"(53063, 53015, 53021, 53047)"
907,"(53063, 53015, 53021, 53017)"
908,"(53063, 53015, 53021, 53031)"
909,"(53063, 53015, 53021, 53049)"
910,"(53063, 53015, 53021, 53039)"
911,"(53063, 53015, 53021, 53003)"
912,"(53063, 53015, 53021, 53055)"
913,"(53063, 53015, 53021, 53001)"
914,"(53063, 53015, 53021, 53051)"
915,"(53063, 53015, 53021, 53059)"
916,"(53063, 53015, 53021, 53043)"
917,"(53063, 53015, 53021, 53019)"
918,"(53063, 53015, 53021, 53069)"
919,"(53063, 53015, 53021, 53013)"
920,"(53063, 53015, 53021, 53023)"
921,"(53063, 53015, 53009, 53045)"
922,"(53063, 53015, 53009, 53071)"
923,"(53063, 53015, 53009, 53075)"
924,"(53063, 53015, 53009, 53065)"
925,"(53063, 53015, 53009, 53037)"
926,"(53063, 53015, 53009, 53047)"
927,"(53063, 53015, 53009, 53017)"
928,"(53063, 53015, 53009, 53031)"
929,"(53063, 53015, 53009, 53049)"
930,"(53063, 53015, 53009, 53039)"
931,"(53063, 53015, 53009, 53003)"
932,"(53063, 53015, 53009, 53055)"
933,"(53063, 53015, 53009, 53001)"
934,"(53063, 53015, 53009, 53051)"
935,"(53063, 53015, 53009, 53059)"
936,"(53063, 53015, 53009, 53043)"
937,"(53063, 53015, 53009, 53019)"
938,"(53063, 53015, 53009, 53069)"
939,"(53063, 53015, 53009, 53013)"
940,"(53063, 53015, 53009, 53023)"
941,"(53063, 53015, 53041, 53045)"
942,"(53063, 53015, 53041, 53071)"
943,"(53063, 53015, 53041, 53075)"
944,"(53063, 53015, 53041, 53065)"
945,"(53063, 53015, 53041, 53037)"
946,"(53063, 53015, 53041, 53047)"
947,"(53063, 53015, 53041, 53017)"
948,"(53063, 53015, 53041, 53031)"
949,"(53063, 53015, 53041, 53049)"
950,"(53063, 53015, 53041, 53039)"
951,"(53063, 53015, 53041, 53003)"
952,"(53063, 53015, 53041, 53055)"
953,"(53063, 53015, 53041, 53001)"
954,"(53063, 53015, 53041, 53051)"
955,"(53063, 53015, 53041, 53059)"
956,"(53063, 53015, 53041, 53043)"
957,"(53063, 53015, 53041, 53019)"
958,"(53063, 53015, 53041, 53069)"
959,"(53063, 53015, 53041, 53013)"
960,"(53063, 53015, 53041, 53023)"
961,"(53063, 53015, 53007, 53027)"
962,"(53063, 53015, 53007, 53045)"
963,"(53063, 53015, 53007, 53071)"
964,"(53063, 53015, 53007, 53075)"
965,"(53063, 53015, 53007, 53065)"
966,"(53063, 53015, 53007, 53037)"
967,"(53063, 53015, 53007, 53047)"
968,"(53063, 53015, 53007, 53017)"
969,"(53063, 53015, 53007, 53031)"
970,"(53063, 53015, 53007, 53049)"
971,"(53063, 53015, 53007, 53039)"
972,"(53063, 53015, 53007, 53003)"
973,"(53063, 53015, 53007, 53055)"
974,"(53063, 53015, 53007, 53001)"
975,"(53063, 53015, 53007, 53051)"
976,"(53063, 53015, 53007, 53059)"
977,"(53063, 53015, 53007, 53043)"
978,"(53063, 53015, 53007, 53019)"
979,"(53063, 53015, 53007, 53069)"
980,"(53063, 53015, 53007, 53013)"
981,"(53063, 53015, 53007, 53023)"
982,"(53063, 53015, 53027, 53045)"
983,"(53063, 53015, 53027, 53071)"
984,"(53063, 53015, 53027, 53075)"
985,"(53063, 53015, 53027, 53065)"
986,"(53063, 53015, 53027, 53037)"
987,"(53063, 53015, 53027, 53047)"
988,"(53063, 53015, 53027, 53017)"
989,"(53063, 53015, 53027, 53031)"
990,"(53063, 53015, 53027, 53049)"
991,"(53063, 53015, 53027, 53039)"
992,"(53063, 53015, 53027, 53003)"
993,"(53063, 53015, 53027, 53055)"
994,"(53063, 53015, 53027, 53001)"
995,"(53063, 53015, 53027, 53051)"
996,"(53063, 53015, 53027, 53059)"
997,"(53063, 53015, 53027, 53043)"
998,"(53063, 53015, 53027, 53019)"
999,"(53063, 53015, 53027, 53069)"
1000,"(53063, 53015, 53027, 53013)"
1001,"(53063, 53015, 53027, 53023)"
1002,"(53063, 53015, 53045, 53071)"
1003,"(53063, 53015, 53045, 53075)"
1004,"(53063, 53015, 53045, 53065)"
1005,"(53063, 53015, 53045, 53037)"
1006,"(53063, 53015, 53045, 53047)"
1007,"(53063, 53015, 53045, 53017)"
1008,"(53063, 53015, 53045, 53031)"
1009,"(53063, 53015, 53045, 53049)"
1010,"(53063, 53015, 53045, 53039)"
1011,"(53063, 53015, 53045, 53003)"
1012,"(53063, 53015, 53045, 53055)"
1013,"(53063, 53015, 53045, 53001)"
1014,"(53063, 53015, 53045, 53051)"
1015,"(53063, 53015, 53045, 53059)"
1016,"(53063, 53015, 53045, 53043)"
1017,"(53063, 53015, 53045, 53019)"
1018,"(53063, 53015, 53045, 53069)"
1019,"(53063, 53015, 53045, 53013)"
1020,"(53063, 53015, 53045, 53023)"
1021,"(53063, 53015, 53071, 53075)"
1022,"(53063, 53015, 53071, 53065)"
1023,"(53063, 53015, 53071, 53037)"
1024,"(53063, 53015, 53071, 53047)"
1025,"(53063, 53015, 53071, 53017)"
1026,"(53063, 53015, 53071, 53031)"
1027,"(53063, 53015, 53071, 53049)"
1028,"(53063, 53015, 53071, 53039)"
1029,"(53063, 53015, 53071, 53003)"
1030,"(53063, 53015, 53071, 53055)"
1031,"(53063, 53015, 53071, 53001)"
1032,"(53063, 53015, 53071, 53051)"
1033,"(53063, 53015, 53071, 53059)"
1034,"(53063, 53015, 53071, 53043)"
1035,"(53063, 53015, 53071, 53019)"
1036,"(53063, 53015, 53071, 53069)"
1037,"(53063, 53015, 53071, 53013)"
1038,"(53063, 53015, 53071, 53023)"
1039,"(53063, 53015, 53075, 53065)"
1040,"(53063, 53015, 53075, 53037)"
1041,"(53063, 53015, 53075, 53047)"
1042,"(53063, 53015, 53075, 53017)"
1043,"(53063, 53015, 53075, 53031)"
1044,"(53063, 53015, 53075, 53049)"
1045,"(53063, 53015, 53075, 53039)"
1046,"(53063, 53015, 53075, 53003)"
1047,"(53063, 53015, 53075, 53055)"
1048,"(53063, 53015, 53075, 53001)"
1049,"(53063, 53015, 53075, 53051)"
1050,"(53063, 53015, 53075, 53059)"
1051,"(53063, 53015, 53075, 53043)"
1052,"(53063, 53015, 53075, 53019)"
1053,"(53063, 53015, 53075, 53069)"
1054,"(53063, 53015, 53075, 53013)"
1055,"(53063, 53015, 53075, 53023)"
1056,"(53063, 53015, 53065, 53037)"
1057,"(53063, 53015, 53065, 53047)"
1058,"(53063, 53015, 53065, 53017)"
1059,"(53063, 53015, 53065, 53031)"
1060,"(53063, 53015, 53065, 53049)"
1061,"(53063, 53015, 53065, 53039)"
1062,"(53063, 53015, 53065, 53003)"
1063,"(53063, 53015, 53065, 53055)"
1064,"(53063, 53015, 53065, 53001)"
1065,"(53063, 53015, 53065, 53051)"
1066,"(53063, 53015, 53065, 53059)"
1067,"(53063, 53015, 53065, 53043)"
1068,"(53063, 53015, 53065, 53019)"
1069,"(53063, 53015, 53065, 53069)"
1070,"(53063, 53015, 53065, 53013)"
1071,"(53063, 53015, 53065, 53023)"
1072,"(53063, 53015, 53037, 53047)"
1073,"(53063, 53015, 53037, 53017)"
1074,"(53063, 53015, 53037, 53031)"
1075,"(53063, 53015, 53037, 53049)"
1076,"(53063, 53015, 53037, 53039)"
1077,"(53063, 53015, 53037, 53003)"
1078,"(53063, 53015, 53037, 53055)"
1079,"(53063, 53015, 53037, 53001)"
1080,"(53063, 53015, 53037, 53051)"
1081,"(53063, 53015, 53037, 53059)"
1082,"(53063, 53015, 53037, 53043)"
1083,"(53063, 53015, 53037, 53019)"
1084,"(53063, 53015, 53037, 53069)"
1085,"(53063, 53015, 53037, 53013)"
1086,"(53063, 53015, 53037, 53023)"
1087,"(53063, 53015, 53047, 53017)"
1088,"(53063, 53015, 53047, 53031)"
1089,"(53063, 53015, 53047, 53049)"
1090,"(53063, 53015, 53047, 53039)"
1091,"(53063, 53015, 53047, 53003)"
1092,"(53063, 53015, 53047, 53055)"
1093,"(53063, 53015, 53047, 53001)"
1094,"(53063, 53015, 53047, 53051)"
1095,"(53063, 53015, 53047, 53059)"
1096,"(53063, 53015, 53047, 53043)"
1097,"(53063, 53015, 53047, 53019)"
1098,"(53063, 53015, 53047, 53069)"
1099,"(53063, 53015, 53047, 53013)"
1100,"(53063, 53015, 53047, 53023)"
1101,"(53063, 53015, 53017, 53031)"
1102,"(53063, 53015, 53017, 53049)"
1103,"(53063, 53015, 53017, 53039)"
1104,"(53063, 53015, 53017, 53003)"
1105,"(53063, 53015, 53017, 53055)"
1106,"(53063, 53015, 53017, 53001)"
1107,"(53063, 53015, 53017, 53051)"
1108,"(53063, 53015, 53017, 53059)"
1109,"(53063, 53015, 53017, 53043)"
1110,"(53063, 53015, 53017, 53019)"
1111,"(53063, 53015, 53017, 53069)"
1112,"(53063, 53015, 53017, 53013)"
1113,"(53063, 53015, 53017, 53023)"
1114,"(53063, 53015, 53031, 53049)"
1115,"(53063, 53015, 53031, 53039)"
1116,"(53063, 53015, 53031, 53003)"
1117,"(53063, 53015, 53031, 53055)"
1118,"(53063, 53015, 53031, 53001)"
1119,"(53063, 53015, 53031, 53051)"
1120,"(53063, 53015, 53031, 53059)"
1121,"(53063, 53015, 53031, 53043)"
1122,"(53063, 53015, 53031, 53019)"
1123,"(53063, 53015, 53031, 53069)"
1124,"(53063, 53015, 53031, 53013)"
1125,"(53063, 53015, 53031, 53023)"
1126,"(53063, 53015, 53049, 53039)"
1127,"(53063, 53015, 53049, 53003)"
1128,"(53063, 53015, 53049, 53055)"
1129,"(53063, 53015, 53049, 53001)"
1130,"(53063, 53015, 53049, 53051)"
1131,"(53063, 53015, 53049, 53059)"
1132,"(53063, 53015, 53049, 53043)"
1133,"(53063, 53015, 53049, 53019)"
1134,"(53063, 53015, 53049, 53069)"
1135,"(53063, 53015, 53049, 53013)"
1136,"(53063, 53015, 53049, 53023)"
1137,"(53063, 53015, 53039, 53003)"
1138,"(53063, 53015, 53039, 53055)"
1139,"(53063, 53015, 53039, 53001)"
1140,"(53063, 53015, 53039, 53051)"
1141,"(53063, 53015, 53039, 53059)"
1142,"(53063, 53015, 53039, 53043)"
1143,"(53063, 53015, 53039, 53019)"
1144,"(53063, 53015, 53039, 53069)"
1145,"(53063, 53015, 53039, 53013)"
1146,"(53063, 53015, 53039, 53023)"
1147,"(53063, 53015, 53003, 53055)"
1148,"(53063, 53015, 53003, 53001)"
1149,"(53063, 53015, 53003, 53051)"
1150,"(53063, 53015, 53003, 53059)"
1151,"(53063, 53015, 53003, 53043)"
1152,"(53063, 53015, 53003, 53019)"
1153,"(53063, 53015, 53003, 53069)"
1154,"(53063, 53015, 53003, 53013)"
1155,"(53063, 53015, 53003, 53023)"
1156,"(53063, 53015, 53055, 53001)"
1157,"(53063, 53015, 53055, 53051)"
1158,"(53063, 53015, 53055, 53059)"
1159,"(53063, 53015, 53055, 53043)"
1160,"(53063, 53015, 53055, 53019)"
1161,"(53063, 53015, 53055, 53069)"
1162,"(53063, 53015, 53055, 53013)"
1163,"(53063, 53015, 53055, 53023)"
1164,"(53063, 53015, 53001, 53051)"
1165,"(53063, 53015, 53001, 53059)"
1166,"(53063, 53015, 53001, 53043)"
1167,"(53063, 53015, 53001, 53019)"
1168,"(53063, 53015, 53001, 53069)"
1169,"(53063, 53015, 53001, 53013)"
1170,"(53063, 53015, 53001, 53023)"
1171,"(53063, 53015, 53051, 53059)"
1172,"(53063, 53015, 53051, 53043)"
1173,"(53063, 53015, 53051, 53019)"
1174,"(53063, 53015, 53051, 53069)"
1175,"(53063, 53015, 53051, 53013)"
1176,"(53063, 53015, 53051, 53023)"
1177,"(53063, 53015, 53059, 53043)"
1178,"(53063, 53015, 53059, 53019)"
1179,"(53063, 53015, 53059, 53069)"
1180,"(53063, 53015, 53059, 53013)"
1181,"(53063, 53015, 53059, 53023)"
1182,"(53063, 53015, 53043, 53019)"
1183,"(53063, 53015, 53043, 53069)"
1184,"(53063, 53015, 53043, 53013)"
1185,"(53063, 53015, 53043, 53023)"
1186,"(53063, 53015, 53019, 53069)"
1187,"(53063, 53015, 53019, 53013)"
1188,"(53063, 53029, 53025, 53009)"
1189,"(53063, 53029, 53025, 53041)"
1190,"(53063, 53029, 53025, 53007)"
1191,"(53063, 53029, 53025, 53027)"
1192,"(53063, 53029, 53025, 53045)"
1193,"(53063, 53029, 53025, 53071)"
1194,"(53063, 53029, 53025, 53075)"
1195,"(53063, 53029, 53025, 53065)"
1196,"(53063, 53029, 53025, 53037)"
1197,"(53063, 53029, 53025, 53047)"
1198,"(53063, 53029, 53025, 53017)"
1199,"(53063, 53029, 53025, 53031)"
1200,"(53063, 53029, 53025, 53049)"
1201,"(53063, 53029, 53025, 53039)"
1202,"(53063, 53029, 53025, 53003)"
1203,"(53063, 53029, 53025, 53055)"
1204,"(53063, 53029, 53025, 53001)"
1205,"(53063, 53029, 53025, 53051)"
1206,"(53063, 53029, 53025, 53059)"
1207,"(53063, 53029, 53025, 53043)"
1208,"(53063, 53029, 53025, 53019)"
1209,"(53063, 53029, 53025, 53069)"
1210,"(53063, 53029, 53025, 53013)"
1211,"(53063, 53029, 53025, 53023)"
1212,"(53063, 53029, 53021, 53009)"
1213,"(53063, 53029, 53021, 53041)"
1214,"(53063, 53029, 53021, 53007)"
1215,"(53063, 53029, 53021, 53027)"
1216,"(53063, 53029, 53021, 53045)"
1217,"(53063, 53029, 53021, 53071)"
1218,"(53063, 53029, 53021, 53075)"
1219,"(53063, 53029, 53021, 53065)"
1220,"(53063, 53029, 53021, 53037)"
1221,"(53063, 53029, 53021, 53047)"
1222,"(53063, 53029, 53021, 53017)"
1223,"(53063, 53029, 53021, 53031)"
1224,"(53063, 53029, 53021, 53049)"
1225,"(53063, 53029, 53021, 53039)"
1226,"(53063, 53029, 53021, 53003)"
1227,"(53063, 53029, 53021, 53055)"
1228,"(53063, 53029, 53021, 53001)"
1229,"(53063, 53029, 53021, 53051)"
1230,"(53063, 53029, 53021, 53059)"
1231,"(53063, 53029, 53021, 53043)"
1232,"(53063, 53029, 53021, 53019)"
1233,"(53063, 53029, 53021, 53069)"
1234,"(53063, 53029, 53021, 53013)"
1235,"(53063, 53029, 53021, 53023)"
1236,"(53063, 53029, 53009, 53041)"
1237,"(53063, 53029, 53009, 53007)"
1238,"(53063, 53029, 53009, 53027)"
1239,"(53063, 53029, 53009, 53045)"
1240,"(53063, 53029, 53009, 53071)"
1241,"(53063, 53029, 53009, 53075)"
1242,"(53063, 53029, 53009, 53065)"
1243,"(53063, 53029, 53009, 53037)"
1244,"(53063, 53029, 53009, 53047)"
1245,"(53063, 53029, 53009, 53017)"
1246,"(53063, 53029, 53009, 53031)"
1247,"(53063, 53029, 53009, 53049)"
1248,"(53063, 53029, 53009, 53039)"
1249,"(53063, 53029, 53009, 53003)"
1250,"(53063, 53029, 53009, 53055)"
1251,"(53063, 53029, 53009, 53001)"
1252,"(53063, 53029, 53009, 53051)"
1253,"(53063, 53029, 53009, 53059)"
1254,"(53063, 53029, 53009, 53043)"
1255,"(53063, 53029, 53009, 53019)"
1256,"(53063, 53029, 53009, 53069)"
1257,"(53063, 53029, 53009, 53013)"
1258,"(53063, 53029, 53009, 53023)"
1259,"(53063, 53029, 53041, 53007)"
1260,"(53063, 53029, 53041, 53027)"
1261,"(53063, 53029, 53041, 53045)"
1262,"(53063, 53029, 53041, 53071)"
1263,"(53063, 53029, 53041, 53075)"
1264,"(53063, 53029, 53041, 53065)"
1265,"(53063, 53029, 53041, 53037)"
1266,"(53063, 53029, 53041, 53047)"
1267,"(53063, 53029, 53041, 53017)"
1268,"(53063, 53029, 53041, 53031)"
1269,"(53063, 53029, 53041, 53049)"
1270,"(53063, 53029, 53041, 53039)"
1271,"(53063, 53029, 53041, 53003)"
1272,"(53063, 53029, 53041, 53055)"
1273,"(53063, 53029, 53041, 53001)"
1274,"(53063, 53029, 53041, 53051)"
1275,"(53063, 53029, 53041, 53059)"
1276,"(53063, 53029, 53041, 53043)"
1277,"(53063, 53029, 53041, 53019)"
1278,"(53063, 53029, 53041, 53069)"
1279,"(53063, 53029, 53041, 53013)"
1280,"(53063, 53029, 53041, 53023)"
1281,"(53063, 53029, 53007, 53027)"
1282,"(53063, 53029, 53007, 53045)"
1283,"(53063, 53029, 53007, 53071)"
1284,"(53063, 53029, 53007, 53075)"
1285,"(53063, 53029, 53007, 53065)"
1286,"(53063, 53029, 53007, 53037)"
1287,"(53063, 53029, 53007, 53047)"
1288,"(53063, 53029, 53007, 53017)"
1289,"(53063, 53029, 53007, 53031)"
1290,"(53063, 53029, 53007, 53049)"
1291,"(53063, 53029, 53007, 53039)"
1292,"(53063, 53029, 53007, 53003)"
1293,"(53063, 53029, 53007, 53055)"
1294,"(53063, 53029, 53007, 53001)"
1295,"(53063, 53029, 53007, 53051)"
1296,"(53063, 53029, 53007, 53059)"
1297,"(53063, 53029, 53007, 53043)"
1298,"(53063, 53029, 53007, 53019)"
1299,"(53063, 53029, 53007, 53069)"
1300,"(53063, 53029, 53007, 53013)"
1301,"(53063, 53029, 53007, 53023)"
1302,"(53063, 53029, 53027, 53045)"
1303,"(53063, 53029, 53027, 53071)"
1304,"(53063, 53029, 53027, 53075)"
1305,"(53063, 53029, 53027, 53065)"
1306,"(53063, 53029, 53027, 53037)"
1307,"(53063, 53029, 53027, 53047)"
1308,"(53063, 53029, 53027, 53017)"
1309,"(53063, 53029, 53027, 53031)"
1310,"(53063, 53029, 53027, 53049)"
1311,"(53063, 53029, 53027, 53039)"
1312,"(53063, 53029, 53027, 53003)"
1313,"(53063, 53029, 53027, 53055)"
1314,"(53063, 53029, 53027, 53001)"
1315,"(53063, 53029, 53027, 53051)"
1316,"(53063, 53029, 53027, 53059)"
1317,"(53063, 53029, 53027, 53043)"
1318,"(53063, 53029, 53027, 53019)"
1319,"(53063, 53029, 53027, 53069)"
1320,"(53063, 53029, 53027, 53013)"
1321,"(53063, 53029, 53027, 53023)"
1322,"(53063, 53029, 53045, 53071)"
1323,"(53063, 53029, 53045, 53075)"
1324,"(53063, 53029, 53045, 53065)"
1325,"(53063, 53029, 53045, 53037)"
1326,"(53063, 53029, 53045, 53047)"
1327,"(53063, 53029, 53045, 53017)"
1328,"(53063, 53029, 53045, 53031)"
1329,"(53063, 53029, 53045, 53049)"
1330,"(53063, 53029, 53045, 53039)"
1331,"(53063, 53029, 53045, 53003)"
1332,"(53063, 53029, 53045, 53055)"
1333,"(53063, 53029, 53045, 53001)"
1334,"(53063, 53029, 53045, 53051)"
1335,"(53063, 53029, 53045, 53059)"
1336,"(53063, 53029, 53045, 53043)"
1337,"(53063, 53029, 53045, 53019)"
1338,"(53063, 53029, 53045, 53069)"
1339,"(53063, 53029, 53045, 53013)"
1340,"(53063, 53029, 53045, 53023)"
1341,"(53063, 53029, 53071, 53075)"
1342,"(53063, 53029, 53071, 53065)"
1343,"(53063, 53029, 53071, 53037)"
1344,"(53063, 53029, 53071, 53047)"
